observation_id,source,province,city,economic_object_raw,price_value,currency,semantic_role,market_scope,matched_services,canonical_service,comparability_key,original_comparable_status,extractor_version
199,cisled_cordoba,Córdoba,Córdoba,Potenciamiento/Upgrade + costo de componentes Instalación de SSD/RAM Clonado de sistema (hdd/ssd) Overclocking Test de compatibilidad Reservar turno,39000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,UPGRADE_HARDWARE,UPGRADE_HARDWARE,Córdoba::UPGRADE_HARDWARE,INDETERMINATE,generic_price_extractor_v3
200,tecnico_eliseo_cordoba,Córdoba,Córdoba,Diagnóstico Preventivo Formateo Básico (Sistema Operativo + Drivers) Limpieza Física del Dispositivo Armado de PC Básica BackUp (hasta 100 Gigabytes) $75.000 $80.000,20000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|LIMPIEZA_MANTENIMIENTO|BACKUP_DATOS|INSTALACION_DRIVERS|ARMADO_PC,,,INDETERMINATE,generic_price_extractor_v3
201,tecnico_eliseo_cordoba,Córdoba,Córdoba,Diagnóstico Preventivo Formateo Básico (Sistema Operativo + Drivers) Limpieza Física del Dispositivo Armado de PC Básica BackUp (hasta 100 Gigabytes) $20.000 $20.000 $80.000 $20.000,75000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|LIMPIEZA_MANTENIMIENTO|BACKUP_DATOS|INSTALACION_DRIVERS|ARMADO_PC,,,INDETERMINATE,generic_price_extractor_v3
202,tecnico_eliseo_cordoba,Córdoba,Córdoba,Diagnóstico Preventivo Formateo Básico (Sistema Operativo + Drivers) Limpieza Física del Dispositivo Armado de PC Básica BackUp (hasta 100 Gigabytes) $20.000 $75.000 $20.000 $20.000,80000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|LIMPIEZA_MANTENIMIENTO|BACKUP_DATOS|INSTALACION_DRIVERS|ARMADO_PC,,,INDETERMINATE,generic_price_extractor_v3
203,tecnico_eliseo_cordoba,Córdoba,Córdoba,Formateo Completo (Sistema Operativo+Drivers+Aplicaciones) Optimización Simple Optimización Compleja $50.000 $75.000,100000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|INSTALACION_DRIVERS,,,INDETERMINATE,generic_price_extractor_v3
204,tecnico_eliseo_cordoba,Córdoba,Córdoba,Formateo Completo (Sistema Operativo+Drivers+Aplicaciones) Optimización Simple Optimización Compleja $100.000 $75.000,50000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|INSTALACION_DRIVERS,,,INDETERMINATE,generic_price_extractor_v3
205,tecnico_eliseo_cordoba,Córdoba,Córdoba,Formateo Completo (Sistema Operativo+Drivers+Aplicaciones) Optimización Simple Optimización Compleja $100.000 $50.000,75000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|INSTALACION_DRIVERS,,,INDETERMINATE,generic_price_extractor_v3
206,tecnico_eliseo_cordoba,Córdoba,Córdoba,Aplicaciones Comunes Aplicaciones Comerciales $20.000,10000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_PROGRAMAS,INSTALACION_PROGRAMAS,Córdoba::INSTALACION_PROGRAMAS,INDETERMINATE,generic_price_extractor_v3
207,tecnico_eliseo_cordoba,Córdoba,Córdoba,Aplicaciones Comunes Aplicaciones Comerciales $10.000,20000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_PROGRAMAS,INSTALACION_PROGRAMAS,Córdoba::INSTALACION_PROGRAMAS,INDETERMINATE,generic_price_extractor_v3
208,tecnico_eliseo_cordoba,Córdoba,Córdoba,Extracción Virus/Malware Clonación Discos Cambio de Componentes Varios $45.000 $20.000,25000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,ELIMINACION_MALWARE,ELIMINACION_MALWARE,Córdoba::ELIMINACION_MALWARE,INDETERMINATE,generic_price_extractor_v3
209,tecnico_eliseo_cordoba,Córdoba,Córdoba,Extracción Virus/Malware Clonación Discos Cambio de Componentes Varios $25.000 $20.000,45000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,ELIMINACION_MALWARE,ELIMINACION_MALWARE,Córdoba::ELIMINACION_MALWARE,INDETERMINATE,generic_price_extractor_v3
210,tecnico_eliseo_cordoba,Córdoba,Córdoba,Extracción Virus/Malware Clonación Discos Cambio de Componentes Varios $25.000 $45.000,20000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,ELIMINACION_MALWARE,ELIMINACION_MALWARE,Córdoba::ELIMINACION_MALWARE,INDETERMINATE,generic_price_extractor_v3
211,tecnico_eliseo_cordoba,Córdoba,Córdoba,Adicional Portátiles,20000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
212,tecnico_eliseo_cordoba,Córdoba,Córdoba,Adicional Transporte,50000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
213,tecnico_eliseo_cordoba,Córdoba,Córdoba,Hora servicio técnico remoto,40000,ARS,SINGLE_SERVICE,REMOTE_NATIONAL_SERVICE,SOPORTE_REMOTO,SOPORTE_REMOTO,AR::SOPORTE_REMOTO,INDETERMINATE,generic_price_extractor_v3
214,miservice_cordoba,Córdoba,Córdoba,"Formateo Basico Optimiza tu ordenador eliminando errores, virus y archivos innecesarios. Deja tu equipo como nuevo con una instalación limpia, rápida y segura del sistema operativo. *NO Incluye back-up de documentos ni drivers de impresora.",45000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|ELIMINACION_MALWARE|INSTALACION_DRIVERS|SERVICIO_IMPRESORAS,,,INDETERMINATE,generic_price_extractor_v3
215,miservice_cordoba,Córdoba,Córdoba,"Formateo con Backup Sistema Operativo + BackUp de Datos Realizamos una copia de seguridad completa antes de formatear tu equipo, asegurando que no pierdas tus archivos importantes. Recupera el rendimiento de tu ordenador sin riesgo de pérdida de datos.",63000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|BACKUP_DATOS,,,INDETERMINATE,generic_price_extractor_v3
216,miservice_cordoba,Córdoba,Córdoba,"Optimizado de PC MÁS POPULAR Mejora el rendimiento de tu ordenador con servicios de actualización: cambio de HDD por SSD, ampliación de memoria RAM o sustitución del microprocesador. No incluye los componentes.",65000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,UPGRADE_HARDWARE,UPGRADE_HARDWARE,Córdoba::UPGRADE_HARDWARE,INDETERMINATE,generic_price_extractor_v3
217,gorilagames_cordoba,Córdoba,Córdoba,Moto dentro de Circunvalación Córdoba,5000,ARS,LOGISTICS_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
218,gorilagames_cordoba,Córdoba,Córdoba,Correo a domicilio,14900,ARS,LOGISTICS_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
219,gorilagames_cordoba,Córdoba,Córdoba,Sucursal/Punto HOP Andreani,11500,ARS,LOGISTICS_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
220,gorilagames_cordoba,Córdoba,Córdoba,Incluye 15% OFF pagando por transferencia.,50000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
221,gorilagames_cordoba,Córdoba,Córdoba,Incluye 15% OFF pagando por transferencia.,90000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
222,gorilagames_cordoba,Córdoba,Córdoba,Incluye 15% OFF pagando por transferencia.,30000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
223,gorilagames_cordoba,Córdoba,Córdoba,Incluye 15% OFF pagando por transferencia.,45000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
224,spacegamer_cordoba,Córdoba,Córdoba,Envió dentro de Córdoba Capital,5500,ARS,UNMAPPED,UNKNOWN,,,,INDETERMINATE,generic_price_extractor_v3
225,spacegamer_cordoba,Córdoba,Córdoba,Envió a Sucursal Andreani,10999,ARS,LOGISTICS_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
226,spacegamer_cordoba,Córdoba,Córdoba,Envió a Domicilio (Andreani),14999,ARS,LOGISTICS_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
227,spacegamer_cordoba,Córdoba,Córdoba,Precio especial transferencia,60000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
228,spacegamer_cordoba,Córdoba,Córdoba,Precio especial transferencia,90000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
229,spacegamer_cordoba,Córdoba,Córdoba,Precio especial transferencia,40000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
230,spacegamer_cordoba,Córdoba,Córdoba,Precio especial transferencia,70000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
231,spacegamer_cordoba,Córdoba,Córdoba,Precio especial transferencia,99000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
232,spacegamer_cordoba,Córdoba,Córdoba,Precio especial transferencia,100000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
233,spacegamer_cordoba,Córdoba,Córdoba,Precio especial transferencia,30000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
234,redmatica_cordoba,Córdoba,Córdoba,SERVICIO TÉCNICO A DOMICILIO La Computadora No Enciende La Computadora Es Ruidosa La Computadora Se Apaga La Computadora está Lenta El Sistema Operativo Se Tilda La Computadora Se Calienta Desde Solicitar Ahora,30000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,VISITA_TECNICA_DOMICILIO,VISITA_TECNICA_DOMICILIO,Córdoba::VISITA_TECNICA_DOMICILIO,INDETERMINATE,generic_price_extractor_v3
235,redmatica_cordoba,Córdoba,Córdoba,REPARACIÓN DE PC / NOTEBOOKS El Sistema Operativo No Inicia Los Programas No Inician Reemplazo de Batería Reemplazo de Disco Duro Cambio de Pantalla – Notebooks Actualización de Sistema Operativo Desde Solicitar Ahora,50000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,INSTALACION_PROGRAMAS|REPARACION_HARDWARE,,,INDETERMINATE,generic_price_extractor_v3
236,compustark_santafe,Santa Fe,Santa Fe,Limpieza de Hardware Desktop / Notebook / MacBook,65000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,Santa Fe::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
237,compustark_santafe,Santa Fe,Santa Fe,Reinstalación de S. O. Desktop / Notebook / MacBook,75000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,FORMATEO_INSTALACION_SO,FORMATEO_INSTALACION_SO,Santa Fe::FORMATEO_INSTALACION_SO,INDETERMINATE,generic_price_extractor_v3
238,compustark_santafe,Santa Fe,Santa Fe,Cambio de Pantalla Notebook - MacBook,250000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_HARDWARE,REPARACION_HARDWARE,Santa Fe::REPARACION_HARDWARE,INDETERMINATE,generic_price_extractor_v3
239,hashtech_roldan_sf,Santa Fe,Roldán,Precios por cantidad de equipos: 1 equipo: 2 equipos: $75.000 3 equipos: $109.500 4 equipos: $140.000 5 equipos: $167.500,39500,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
240,hashtech_roldan_sf,Santa Fe,Roldán,Precios por cantidad de equipos: 1 equipo: 2 equipos: $105.000 3 equipos: $153.000 4 equipos: $195.000 5 equipos: $230.000,55000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
241,hashtech_roldan_sf,Santa Fe,Roldán,Precios por cantidad de equipos: 1 equipo: 2 equipos: $145.000 3 equipos: $210.000 4 equipos: $270.000 5 equipos: $325.000,75000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
242,rey_clon_casilda_sf,Santa Fe,Casilda,DISPONIBLE,45020,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
243,rey_clon_casilda_sf,Santa Fe,Casilda,DISPONIBLE,56270,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
244,rey_clon_casilda_sf,Santa Fe,Casilda,DISPONIBLE,84400,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
245,rey_clon_casilda_sf,Santa Fe,Casilda,72hs de Demora,93090,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
246,rey_clon_casilda_sf,Santa Fe,Casilda,72hs de Demora,78030,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
247,canjepc_rosario_sf,Santa Fe,Rosario,"$0,00",790000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
248,canjepc_rosario_sf,Santa Fe,Rosario,"$0,00",998000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
249,canjepc_rosario_sf,Santa Fe,Rosario,"$0,00",1019000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
250,canjepc_rosario_sf,Santa Fe,Rosario,"$0,00",1254000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
251,canjepc_rosario_sf,Santa Fe,Rosario,"$0,00",1649000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
252,canjepc_rosario_sf,Santa Fe,Rosario,"$0,00",1890000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
253,viciadero_tucuman,Tucumán,San Miguel de Tucumán,🔻 FORMATEO:,25000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,FORMATEO_INSTALACION_SO,FORMATEO_INSTALACION_SO,Tucumán::FORMATEO_INSTALACION_SO,INDETERMINATE,generic_price_extractor_v3
254,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 20gb: mas,6000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
255,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 30gb: mas,8000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
256,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 50gb: mas,10000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
257,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 100gb: mas,13000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
258,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 200gb,16000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
259,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 300gb,22000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
260,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 400gb,27000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
261,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 500gb,32000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
262,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 1 TB,37000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
263,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 2 TB,42000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
264,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 3 TB,52000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
265,viciadero_tucuman,Tucumán,San Miguel de Tucumán,hasta 4 TB,62000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
266,viciadero_tucuman,Tucumán,San Miguel de Tucumán,🔻 LIMPIEZA FISICA BASICA:,20000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,Tucumán::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
267,viciadero_tucuman,Tucumán,San Miguel de Tucumán,si es con pasta id cooling serian extras,5000,ARS,PRICE_CONTEXT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
268,bh_systems_larioja,La Rioja,La Rioja,"Sí, cobramos una tarifa de por el diagnóstico y la revisión técnica del equipo, en caso de hacer la reparación será descontado del presupuesto.",24000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,DIAGNOSTICO_REVISION,DIAGNOSTICO_REVISION,La Rioja::DIAGNOSTICO_REVISION,INDETERMINATE,generic_price_extractor_v3
269,cosmica_chubut,Chubut,Chubut,El precio se confirma antes de comenzar y no cambia por provincia.,24900,ARS,UNMAPPED,UNKNOWN,,,,INDETERMINATE,generic_price_extractor_v3
270,neutro_riogrande_tdf,Tierra del Fuego,Río Grande,*,20000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
271,neutro_riogrande_tdf,Tierra del Fuego,Río Grande,Reparación de Sistema $20.000* Re-instalación de sistema Resguardo de datos Instalación de controladores Chequeo de hardware,16000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|BACKUP_DATOS|INSTALACION_DRIVERS,,,INDETERMINATE,generic_price_extractor_v3
272,neutro_riogrande_tdf,Tierra del Fuego,Río Grande,​,16000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
273,neutro_riogrande_tdf,Tierra del Fuego,Río Grande,*,13000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
